epoch,step,test_MAE,test_R2,test_RMSE,test_loss,train_MAE,train_R2,train_RMSE,train_loss,val_MAE,val_R2,val_RMSE,val_loss
0,23,,,,,,,,,1.7289690971374512,-3.8570337295532227,1.8768815994262695,3.529344320297241
1,47,,,,,,,,,1.2607656717300415,-1.8520921468734741,1.4420113563537598,2.0890278816223145
2,49,,,,,1.337515115737915,-1.9594082832336426,1.5737435817718506,2.4766688346862793,,,,
2,71,,,,,,,,,0.96891188621521,-0.8666176199913025,1.168716311454773,1.3738476037979126
3,95,,,,,,,,,0.6860178112983704,-0.16684281826019287,0.9289350509643555,0.8741901516914368
4,99,,,,,0.6137598752975464,0.0423741340637207,0.7847421169281006,0.6158202290534973,,,,
4,119,,,,,,,,,0.5326245427131653,0.14907658100128174,0.7961753010749817,0.6472196578979492
5,143,,,,,,,,,0.4694562256336212,0.2859748303890228,0.7322273254394531,0.5520113706588745
6,149,,,,,0.5069804191589355,0.4123561978340149,0.7312111854553223,0.5346697568893433,,,,
6,167,,,,,,,,,0.4230228066444397,0.3832016885280609,0.680679976940155,0.47995758056640625
7,191,,,,,,,,,0.4158429801464081,0.3998485207557678,0.6718741655349731,0.4680515229701996
8,199,,,,,0.4494241178035736,0.5446018576622009,0.577965497970581,0.33404409885406494,,,,
8,215,,,,,,,,,0.40651756525039673,0.4369061291217804,0.6508907675743103,0.44025918841362
9,239,,,,,,,,,0.4187772572040558,0.4392812252044678,0.6495757699012756,0.43897518515586853
10,249,,,,,0.46725159883499146,0.5159524083137512,0.6014742851257324,0.3617713153362274,,,,
10,263,,,,,,,,,0.38886693120002747,0.46430864930152893,0.6347137689590454,0.4176178574562073
11,287,,,,,,,,,0.3911069929599762,0.4483885169029236,0.6439905762672424,0.43191367387771606
12,299,,,,,0.4172567129135132,0.5642569661140442,0.555721640586853,0.3088265359401703,,,,
12,311,,,,,,,,,0.40422186255455017,0.43174421787261963,0.6531326174736023,0.43961822986602783
13,335,,,,,,,,,0.4048881530761719,0.4419868588447571,0.6477030515670776,0.4364810287952423
14,349,,,,,0.412994384765625,0.5321763753890991,0.5952761769294739,0.35435372591018677,,,,
14,359,,,,,,,,,0.40497562289237976,0.4415249526500702,0.6479489207267761,0.43444162607192993
15,383,,,,,,,,,0.391411691904068,0.4774901270866394,0.6267125606536865,0.407760888338089
16,399,,,,,0.4183567464351654,0.5068836808204651,0.6647310853004456,0.4418674409389496,,,,
16,407,,,,,,,,,0.4045696258544922,0.4435734748840332,0.6470639109611511,0.43679940700531006
17,431,,,,,,,,,0.3816118836402893,0.48450300097465515,0.6223573088645935,0.4010416269302368
18,449,,,,,0.4512028992176056,0.4995715022087097,0.6510125994682312,0.4238174259662628,,,,
18,455,,,,,,,,,0.3885844349861145,0.4721583425998688,0.6300803422927856,0.4140264689922333
19,479,,,,,,,,,0.3717174530029297,0.49589499831199646,0.6159849762916565,0.39598867297172546
20,499,,,,,0.43947726488113403,0.48310238122940063,0.6002452969551086,0.3602944016456604,,,,
20,503,,,,,,,,,0.3887910842895508,0.4789925515651703,0.6259559988975525,0.4076659083366394
21,527,,,,,,,,,0.38761869072914124,0.4782201647758484,0.6266524791717529,0.41155755519866943
22,549,,,,,0.403750479221344,0.5600346326828003,0.5341808795928955,0.28534919023513794,,,,
22,551,,,,,,,,,0.39013606309890747,0.48297154903411865,0.623862624168396,0.4069626033306122
23,575,,,,,,,,,0.38683202862739563,0.4873432517051697,0.6209850311279297,0.40241798758506775
