epoch,step,train_MAE,train_R2,train_RMSE,train_loss,val_MAE,val_R2,val_RMSE,val_loss
18,3499,0.2364271730184555,0.6640260219573975,0.34392496943473816,0.11828438937664032,,,,
18,3533,,,,,0.2950199544429779,0.5411515235900879,0.4730846583843231,0.23639830946922302
19,3549,0.1630297303199768,0.8502219915390015,0.21987058222293854,0.048343073576688766,,,,
19,3599,0.20170636475086212,0.7918558120727539,0.25025370717048645,0.062626913189888,,,,
19,3649,0.24880120158195496,0.7286936044692993,0.30974915623664856,0.09594454616308212,,,,
19,3699,0.3019651770591736,0.4525906443595886,0.3659079968929291,0.13388866186141968,,,,
19,3719,,,,,0.3861370384693146,0.4607637822628021,0.5112946033477783,0.2708011567592621
20,3749,0.21396510303020477,0.6610018014907837,0.26168859004974365,0.06848091632127762,,,,
20,3799,0.18947859108448029,0.9053367376327515,0.25934985280036926,0.06726234406232834,,,,
20,3849,0.26107257604599,0.6795454025268555,0.3275696635246277,0.10730188339948654,,,,
20,3899,0.24663546681404114,0.7576437592506409,0.3695649206638336,0.13657823204994202,,,,
20,3905,,,,,0.33610647916793823,0.5188663601875305,0.4808535873889923,0.24564333260059357
21,3949,0.19972990453243256,0.8672565221786499,0.27368903160095215,0.07490568608045578,,,,
21,3999,0.20610162615776062,0.8400226831436157,0.2610134184360504,0.06812800467014313,,,,
21,4049,0.1530776470899582,0.6484414339065552,0.19459876418113708,0.0378686785697937,,,,
21,4091,,,,,0.28658750653266907,0.564652681350708,0.4570713937282562,0.22170205414295197
22,4099,0.20021669566631317,0.945305347442627,0.29722222685813904,0.08834105730056763,,,,
22,4149,0.2435368150472641,0.7718722820281982,0.3386571705341339,0.1146886870265007,,,,
22,4199,0.18701644241809845,0.8873001337051392,0.2570796310901642,0.0660899430513382,,,,
22,4249,0.14717254042625427,0.9140082001686096,0.18965297937393188,0.03596825152635574,,,,
22,4277,,,,,0.28451573848724365,0.5522042512893677,0.46724334359169006,0.23243238031864166
23,4299,0.2005845606327057,0.8206737041473389,0.27353182435035706,0.0748196542263031,,,,
23,4349,0.1968264877796173,0.940222978591919,0.24668613076210022,0.060854047536849976,,,,
23,4399,0.253043532371521,0.8260482549667358,0.3293831944465637,0.10849329829216003,,,,
23,4449,0.18710796535015106,0.9073973894119263,0.2293810248374939,0.052615657448768616,,,,
23,4463,,,,,0.33011460304260254,0.4796263575553894,0.5099492073059082,0.2738021910190582
24,4499,0.22508582472801208,0.8921961784362793,0.2745770812034607,0.07539257407188416,,,,
24,4549,0.2510785460472107,0.7037721872329712,0.3021606206893921,0.09130103886127472,,,,
24,4599,0.15695595741271973,0.8629712462425232,0.2135106921195984,0.04558681696653366,,,,
24,4649,0.17379814386367798,0.9009262919425964,0.2462843507528305,0.06065598502755165,,,,
24,4649,,,,,0.2965260148048401,0.5860376954078674,0.4460577964782715,0.2080494463443756
25,4699,0.3511872887611389,0.6341855525970459,0.3903278410434723,0.1523558348417282,,,,
25,4749,0.19808021187782288,0.9046791791915894,0.2670699656009674,0.0713263675570488,,,,
25,4799,0.186635822057724,0.9003958702087402,0.2363334596157074,0.055853504687547684,,,,
25,4835,,,,,0.283020943403244,0.5500187277793884,0.4640403687953949,0.228147491812706
26,4849,0.19751900434494019,0.8864352703094482,0.2390962541103363,0.057167015969753265,,,,
26,4899,0.1474275290966034,0.8814883828163147,0.19863273203372955,0.03945495933294296,,,,
26,4949,0.19237059354782104,0.8357815742492676,0.25940677523612976,0.06729187071323395,,,,
26,4999,0.3117080330848694,0.7190459966659546,0.38400065898895264,0.14745651185512543,,,,
26,5021,,,,,0.2774680554866791,0.6031796336174011,0.43729689717292786,0.2010839283466339
27,5049,0.16903987526893616,0.8820481300354004,0.2622127830982208,0.06875554472208023,,,,
27,5099,0.17133012413978577,0.8763236999511719,0.2462499588727951,0.06063903868198395,,,,
27,5149,0.33820992708206177,0.793579638004303,0.41795477271080017,0.17468619346618652,,,,
27,5199,0.16752097010612488,0.864379346370697,0.22484718263149261,0.050556257367134094,,,,
27,5207,,,,,0.2736114263534546,0.5830262899398804,0.45585110783576965,0.22107963263988495
28,5249,0.2618527412414551,0.7526776790618896,0.29267632961273193,0.0856594368815422,,,,
28,5299,0.1269553154706955,0.932754635810852,0.19254979491233826,0.03707542270421982,,,,
28,5349,0.16409268975257874,0.8258621692657471,0.2686159312725067,0.07215451449155807,,,,
28,5393,,,,,0.29647085070610046,0.6052140593528748,0.43669673800468445,0.2023194581270218
29,5399,0.2004675567150116,0.791890025138855,0.25527894496917725,0.06516733765602112,,,,
29,5449,0.5161246657371521,0.7584425210952759,0.6010189056396484,0.3612237572669983,,,,
29,5499,0.1766704022884369,0.9196620583534241,0.20839762687683105,0.04342956840991974,,,,
29,5549,0.431194543838501,0.23634129762649536,0.4677542448043823,0.21879403293132782,,,,
29,5579,,,,,0.2674904763698578,0.6166042685508728,0.4329042434692383,0.1997842788696289
30,5599,0.2210107445716858,0.9065561294555664,0.3303361237049103,0.10912196338176727,,,,
30,5649,0.30218684673309326,0.7263795733451843,0.9001786708831787,0.8103216886520386,,,,
30,5699,0.14501053094863892,0.912521481513977,0.18823741376399994,0.0354333259165287,,,,
30,5749,0.2136463224887848,0.8409267663955688,0.24919593334197998,0.06209861487150192,,,,
30,5765,,,,,0.2665446400642395,0.6094972491264343,0.43714290857315063,0.2020503580570221
31,5799,0.20677243173122406,0.9494813680648804,0.2440401166677475,0.059555575251579285,,,,
31,5849,0.2078978717327118,0.8965253233909607,0.2880823314189911,0.08299143612384796,,,,
